Barcode	clid	CellLineName	Tissue	ReferenceDivisionTime	Gnumber	DrugName	drug_moa	Concentration	Gnumber_2	DrugName_2	drug_moa_2	Concentration_2	Gnumber_3	DrugName_3	drug_moa_3	Concentration_3	ReadoutValue	BackgroundValue	Duration
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	3.16227766016838	G00010	drug_010	moa_A	0.1	14.7932550981366	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	3.16227766016838	G00010	drug_010	moa_A	1	11.2175672943381	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	1	vehicle	vehicle	vehicle	0	44.5121597344028	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	1	vehicle	vehicle	vehicle	0	44.5121597344028	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	1	vehicle	vehicle	vehicle	0	44.5121597344028	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	1	G00010	drug_010	moa_A	0.1	15.1936584813737	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	1	G00010	drug_010	moa_A	1	11.5211889020605	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	3.16227766016838	vehicle	vehicle	vehicle	0	45.4822119217431	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	3.16227766016838	vehicle	vehicle	vehicle	0	45.4822119217431	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	3.16227766016838	vehicle	vehicle	vehicle	0	45.4822119217431	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	3.16227766016838	G00010	drug_010	moa_A	0.1	15.5247734335913	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	3.16227766016838	G00010	drug_010	moa_A	1	11.7722698327969	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	1	vehicle	vehicle	vehicle	0	82.8730628675771	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	1	vehicle	vehicle	vehicle	0	82.8730628675771	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	1	vehicle	vehicle	vehicle	0	82.8730628675771	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	1	G00010	drug_010	moa_A	0.1	28.2876639109067	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	1	G00010	drug_010	moa_A	1	21.4502333269562	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.0316227766016838	vehicle	vehicle	vehicle	0	97.8593023723673	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.0316227766016838	vehicle	vehicle	vehicle	0	97.8593023723673	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.0316227766016838	vehicle	vehicle	vehicle	0	97.8593023723673	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.0316227766016838	G00010	drug_010	moa_A	0.1	33.4030257876271	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.0316227766016838	G00010	drug_010	moa_A	1	25.3291575871234	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.0316227766016838	vehicle	vehicle	vehicle	0	98.1915570012197	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.0316227766016838	vehicle	vehicle	vehicle	0	98.1915570012197	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.0316227766016838	vehicle	vehicle	vehicle	0	98.1915570012197	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.0316227766016838	G00010	drug_010	moa_A	0.1	33.5164366710747	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.0316227766016838	G00010	drug_010	moa_A	1	25.4151558483947	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.001	vehicle	vehicle	vehicle	0	98.1999506025842	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.001	vehicle	vehicle	vehicle	0	98.1999506025842	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.001	vehicle	vehicle	vehicle	0	98.1999506025842	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.001	G00010	drug_010	moa_A	0.1	33.519301719936	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.001	G00010	drug_010	moa_A	1	25.417328384337	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.001	vehicle	vehicle	vehicle	0	98.1999964327614	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.001	vehicle	vehicle	vehicle	0	98.1999964327614	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.001	vehicle	vehicle	vehicle	0	98.1999964327614	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.001	G00010	drug_010	moa_A	0.1	33.519317363483	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.001	G00010	drug_010	moa_A	1	25.4173402466715	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	5.73446590797069	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	4.3483842327475	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	5.73446590797069	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	4.3483842327475	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	5.73446590797069	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	4.3483842327475	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.316227766016838	vehicle	vehicle	vehicle	0	10.275976643979	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.316227766016838	vehicle	vehicle	vehicle	0	10.275976643979	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.316227766016838	vehicle	vehicle	vehicle	0	10.275976643979	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.316227766016838	G00010	drug_010	moa_A	0.1	3.50757367476196	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.316227766016838	G00010	drug_010	moa_A	1	2.65975564373572	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.1	vehicle	vehicle	vehicle	0	15.80028974117	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.1	vehicle	vehicle	vehicle	0	15.80028974117	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.1	vehicle	vehicle	vehicle	0	15.80028974117	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.1	G00010	drug_010	moa_A	0.1	5.39322755099992	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.1	G00010	drug_010	moa_A	1	4.08962683234202	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.316227766016838	vehicle	vehicle	vehicle	0	16.5491399207817	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.316227766016838	vehicle	vehicle	vehicle	0	16.5491399207817	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.316227766016838	vehicle	vehicle	vehicle	0	16.5491399207817	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.316227766016838	G00010	drug_010	moa_A	0.1	5.6488380167833	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.316227766016838	G00010	drug_010	moa_A	1	4.28345351768211	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.1	vehicle	vehicle	vehicle	0	16.7807802635069	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.1	vehicle	vehicle	vehicle	0	16.7807802635069	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.1	vehicle	vehicle	vehicle	0	16.7807802635069	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.1	G00010	drug_010	moa_A	0.1	5.7279054958469	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.1	G00010	drug_010	moa_A	1	4.34340954232345	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.01	vehicle	vehicle	vehicle	0	16.7969262294802	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.01	vehicle	vehicle	vehicle	0	16.7969262294802	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.01	vehicle	vehicle	vehicle	0	16.7969262294802	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.01	G00010	drug_010	moa_A	0.1	5.73341671557458	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.01	G00010	drug_010	moa_A	1	4.34758864136278	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.00316227766016838	vehicle	vehicle	vehicle	0	16.7998388053445	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.00316227766016838	vehicle	vehicle	vehicle	0	16.7998388053445	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.00316227766016838	vehicle	vehicle	vehicle	0	16.7998388053445	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.00316227766016838	G00010	drug_010	moa_A	0.1	5.73441088622923	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.00316227766016838	G00010	drug_010	moa_A	1	4.34834251034879	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.01	vehicle	vehicle	vehicle	0	16.7998916058094	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.01	vehicle	vehicle	vehicle	0	16.7998916058094	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.01	vehicle	vehicle	vehicle	0	16.7998916058094	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.01	G00010	drug_010	moa_A	0.1	5.73442890899505	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.01	G00010	drug_010	moa_A	1	4.34835617681956	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.00316227766016838	vehicle	vehicle	vehicle	0	16.7999918666422	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.00316227766016838	vehicle	vehicle	vehicle	0	16.7999918666422	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.00316227766016838	vehicle	vehicle	vehicle	0	16.7999918666422	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.00316227766016838	G00010	drug_010	moa_A	0.1	5.73446313175267	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.00316227766016838	G00010	drug_010	moa_A	1	4.34838212757103	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	5.73446590797069	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	4.3483842327475	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	5.73446590797069	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	4.3483842327475	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	16.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	5.73446590797069	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	4.3483842327475	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	3.16227766016838	vehicle	vehicle	vehicle	0	7.41443132405207	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	3.16227766016838	vehicle	vehicle	vehicle	0	7.41443132405207	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	3.16227766016838	vehicle	vehicle	vehicle	0	7.41443132405207	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	3.16227766016838	G00010	drug_010	moa_A	0.1	2.53082164611706	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	3.16227766016838	G00010	drug_010	moa_A	1	1.91909501573198	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	1	vehicle	vehicle	vehicle	0	7.61511490364529	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	1	vehicle	vehicle	vehicle	0	7.61511490364529	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	1	vehicle	vehicle	vehicle	0	7.61511490364529	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	1	G00010	drug_010	moa_A	0.1	2.59932242858533	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	1	G00010	drug_010	moa_A	1	1.97103842723641	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	3.16227766016838	vehicle	vehicle	vehicle	0	7.78107087866888	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	3.16227766016838	vehicle	vehicle	vehicle	0	7.78107087866888	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	3.16227766016838	vehicle	vehicle	vehicle	0	7.78107087866888	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	3.16227766016838	G00010	drug_010	moa_A	0.1	2.65596938578752	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	3.16227766016838	G00010	drug_010	moa_A	1	2.0139932096842	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	1	vehicle	vehicle	vehicle	0	14.1778763357973	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	1	vehicle	vehicle	vehicle	0	14.1778763357973	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	1	vehicle	vehicle	vehicle	0	14.1778763357973	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	1	G00010	drug_010	moa_A	0.1	4.83943741041988	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	1	G00010	drug_010	moa_A	1	3.66969368526339	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.0316227766016838	vehicle	vehicle	vehicle	0	16.7417136441525	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.0316227766016838	vehicle	vehicle	vehicle	0	16.7417136441525	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.0316227766016838	vehicle	vehicle	vehicle	0	16.7417136441525	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.0316227766016838	G00010	drug_010	moa_A	0.1	5.71457060317857	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.0316227766016838	G00010	drug_010	moa_A	1	4.33329783567894	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.0316227766016838	vehicle	vehicle	vehicle	0	16.7985555765834	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.0316227766016838	vehicle	vehicle	vehicle	0	16.7985555765834	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.0316227766016838	vehicle	vehicle	vehicle	0	16.7985555765834	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.0316227766016838	G00010	drug_010	moa_A	0.1	5.73397287244456	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.0316227766016838	G00010	drug_010	moa_A	1	4.34801036917548	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.001	vehicle	vehicle	vehicle	0	16.7999915491183	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.001	vehicle	vehicle	vehicle	0	16.7999915491183	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.001	vehicle	vehicle	vehicle	0	16.7999915491183	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.001	G00010	drug_010	moa_A	0.1	5.73446302336991	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00021	drug_021	moa_D	0.001	G00010	drug_010	moa_A	1	4.34838204538555	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.001	vehicle	vehicle	vehicle	0	16.7999993897189	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.001	vehicle	vehicle	vehicle	0	16.7999993897189	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.001	vehicle	vehicle	vehicle	0	16.7999993897189	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.001	G00010	drug_010	moa_A	0.1	5.734465699659	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.1	G00026	drug_026	moa_E	0.001	G00010	drug_010	moa_A	1	4.34838407478697	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.01	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	74.3	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.01	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	74.3	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.01	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	74.3	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00006	drug_006	moa_A	0.01	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	25.3613581525132	0	72
