Barcode	clid	CellLineName	Tissue	ReferenceDivisionTime	Gnumber	DrugName	gcsi_moa	Concentration	ReadoutValue	BackgroundValue	Duration
plate_1	CL00016	cellline_GB	tissue_y	46	G00022	drug_022	moa_D	0.001	104.4	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00022	drug_022	moa_D	0.001	97.6	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00022	drug_022	moa_D	0.001	104.9	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00022	drug_022	moa_D	0.001	102.2	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00022	drug_022	moa_D	0.001	100.4	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00022	drug_022	moa_D	0.001	104.8	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00022	drug_022	moa_D	0.001	103.5	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00022	drug_022	moa_D	0.001	103.6	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00022	drug_022	moa_D	0.001	104.7	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00023	drug_023	moa_D	0.001	95.6	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00023	drug_023	moa_D	0.001	104.4	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00023	drug_023	moa_D	0.001	100.6	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00023	drug_023	moa_D	0.001	101.6	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00023	drug_023	moa_D	0.001	101.1	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00023	drug_023	moa_D	0.001	99	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00023	drug_023	moa_D	0.001	99.1	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00023	drug_023	moa_D	0.001	101.3	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00023	drug_023	moa_D	0.001	102.1	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00023	drug_023	moa_D	0.001	95.3	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00023	drug_023	moa_D	0.001	101.3	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00023	drug_023	moa_D	0.001	95	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00023	drug_023	moa_D	0.001	100	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00023	drug_023	moa_D	0.001	98.2	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00023	drug_023	moa_D	0.001	96	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00024	drug_024	moa_D	0.001	97.8	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00024	drug_024	moa_D	0.001	95.5	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00024	drug_024	moa_D	0.001	101.8	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00024	drug_024	moa_D	0.001	101.4	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00024	drug_024	moa_D	0.001	98.3	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00024	drug_024	moa_D	0.001	99.3	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00024	drug_024	moa_D	0.001	96.5	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00024	drug_024	moa_D	0.001	102.2	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00024	drug_024	moa_D	0.001	101.5	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00024	drug_024	moa_D	0.001	100.8	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00024	drug_024	moa_D	0.001	102.6	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00024	drug_024	moa_D	0.001	95	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00024	drug_024	moa_D	0.001	102.8	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00024	drug_024	moa_D	0.001	95.6	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00024	drug_024	moa_D	0.001	100.3	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00025	drug_025	moa_D	0.001	104.9	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00025	drug_025	moa_D	0.001	101.4	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00025	drug_025	moa_D	0.001	100.2	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00025	drug_025	moa_D	0.001	96.7	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00025	drug_025	moa_D	0.001	95.6	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00025	drug_025	moa_D	0.001	100	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00025	drug_025	moa_D	0.001	97.4	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00025	drug_025	moa_D	0.001	104.4	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00025	drug_025	moa_D	0.001	101.5	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00025	drug_025	moa_D	0.001	101.8	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00025	drug_025	moa_D	0.001	98.8	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00025	drug_025	moa_D	0.001	99.8	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00025	drug_025	moa_D	0.001	97.4	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00025	drug_025	moa_D	0.001	97.7	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00025	drug_025	moa_D	0.001	102.6	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00026	drug_026	moa_E	0.001	103	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00026	drug_026	moa_E	0.001	95.5	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00026	drug_026	moa_E	0.001	101.6	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00026	drug_026	moa_E	0.001	102.4	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00026	drug_026	moa_E	0.001	102.1	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00026	drug_026	moa_E	0.001	95.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00026	drug_026	moa_E	0.001	102.4	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00026	drug_026	moa_E	0.001	98.4	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00026	drug_026	moa_E	0.001	103	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00026	drug_026	moa_E	0.001	101.9	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00026	drug_026	moa_E	0.001	99.8	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00026	drug_026	moa_E	0.001	102.3	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00026	drug_026	moa_E	0.001	97.9	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00026	drug_026	moa_E	0.001	103.2	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00026	drug_026	moa_E	0.001	103	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00027	drug_027	moa_E	0.001	103.7	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00027	drug_027	moa_E	0.001	100.3	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00027	drug_027	moa_E	0.001	100.6	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00027	drug_027	moa_E	0.001	98.3	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00027	drug_027	moa_E	0.001	103.9	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00027	drug_027	moa_E	0.001	104.5	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00027	drug_027	moa_E	0.001	103.2	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00027	drug_027	moa_E	0.001	96.5	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00027	drug_027	moa_E	0.001	101.1	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00027	drug_027	moa_E	0.001	96.2	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00027	drug_027	moa_E	0.001	95.3	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00027	drug_027	moa_E	0.001	100.6	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00027	drug_027	moa_E	0.001	104	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00027	drug_027	moa_E	0.001	98.7	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00027	drug_027	moa_E	0.001	97.7	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00028	drug_028	moa_E	0.001	99.2	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00028	drug_028	moa_E	0.001	103.5	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00028	drug_028	moa_E	0.001	96.4	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00028	drug_028	moa_E	0.001	103.8	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00028	drug_028	moa_E	0.001	96	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00028	drug_028	moa_E	0.001	95.7	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00028	drug_028	moa_E	0.001	102.1	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00028	drug_028	moa_E	0.001	95.9	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00028	drug_028	moa_E	0.001	102.7	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00028	drug_028	moa_E	0.001	103.1	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00028	drug_028	moa_E	0.001	97.5	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00028	drug_028	moa_E	0.001	103.4	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00028	drug_028	moa_E	0.001	101.6	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00028	drug_028	moa_E	0.001	101.3	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00028	drug_028	moa_E	0.001	95.1	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00029	drug_029	moa_E	0.001	101.7	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00029	drug_029	moa_E	0.001	102.2	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00029	drug_029	moa_E	0.001	98.6	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00029	drug_029	moa_E	0.001	102	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00029	drug_029	moa_E	0.001	96.3	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00029	drug_029	moa_E	0.001	96.1	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00029	drug_029	moa_E	0.001	95.3	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00029	drug_029	moa_E	0.001	97.5	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00029	drug_029	moa_E	0.001	96.9	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00029	drug_029	moa_E	0.001	104.8	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00029	drug_029	moa_E	0.001	102.3	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00029	drug_029	moa_E	0.001	98.2	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00029	drug_029	moa_E	0.001	99.9	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00029	drug_029	moa_E	0.001	100.6	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00029	drug_029	moa_E	0.001	105	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00030	drug_030	moa_E	0.001	95.1	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00030	drug_030	moa_E	0.001	99.6	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00030	drug_030	moa_E	0.001	100.8	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00030	drug_030	moa_E	0.001	102.9	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00030	drug_030	moa_E	0.001	101	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00030	drug_030	moa_E	0.001	96	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00030	drug_030	moa_E	0.001	102.7	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00030	drug_030	moa_E	0.001	103.9	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00030	drug_030	moa_E	0.001	102.9	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00030	drug_030	moa_E	0.001	99.3	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00030	drug_030	moa_E	0.001	95.6	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00030	drug_030	moa_E	0.001	101.6	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00030	drug_030	moa_E	0.001	103.3	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00030	drug_030	moa_E	0.001	102.9	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00030	drug_030	moa_E	0.001	100.3	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00031	drug_031	moa_F	0.001	104.7	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00031	drug_031	moa_F	0.001	103.7	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00031	drug_031	moa_F	0.001	96.7	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00031	drug_031	moa_F	0.001	101.4	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00031	drug_031	moa_F	0.001	96.4	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00031	drug_031	moa_F	0.001	100.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00031	drug_031	moa_F	0.001	97.7	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00031	drug_031	moa_F	0.001	97	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00031	drug_031	moa_F	0.001	104.8	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00031	drug_031	moa_F	0.001	95	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00031	drug_031	moa_F	0.001	103.3	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00031	drug_031	moa_F	0.001	100.2	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00031	drug_031	moa_F	0.001	100.4	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00031	drug_031	moa_F	0.001	95.3	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00031	drug_031	moa_F	0.001	104.4	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00032	drug_032	moa_F	0.001	103.4	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00032	drug_032	moa_F	0.001	103.5	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00032	drug_032	moa_F	0.001	96.6	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00032	drug_032	moa_F	0.001	104.4	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00032	drug_032	moa_F	0.001	103.9	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00032	drug_032	moa_F	0.001	100.2	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00032	drug_032	moa_F	0.001	102.6	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00032	drug_032	moa_F	0.001	99.1	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00032	drug_032	moa_F	0.001	102.5	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00032	drug_032	moa_F	0.001	99.6	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00032	drug_032	moa_F	0.001	100.3	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00032	drug_032	moa_F	0.001	103.5	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00032	drug_032	moa_F	0.001	97.3	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00032	drug_032	moa_F	0.001	98.2	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00032	drug_032	moa_F	0.001	103	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00033	drug_033	moa_F	0.001	98.6	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00033	drug_033	moa_F	0.001	96.5	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00033	drug_033	moa_F	0.001	95.9	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00033	drug_033	moa_F	0.001	102.6	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00033	drug_033	moa_F	0.001	98	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00033	drug_033	moa_F	0.001	95.3	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00033	drug_033	moa_F	0.001	101.1	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00033	drug_033	moa_F	0.001	104	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00033	drug_033	moa_F	0.001	98	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00033	drug_033	moa_F	0.001	102.8	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00033	drug_033	moa_F	0.001	95.9	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00033	drug_033	moa_F	0.001	99.9	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00033	drug_033	moa_F	0.001	101.1	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00033	drug_033	moa_F	0.001	105	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00033	drug_033	moa_F	0.001	101.7	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00034	drug_034	moa_F	0.001	100.4	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00034	drug_034	moa_F	0.001	95	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00034	drug_034	moa_F	0.001	96	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00034	drug_034	moa_F	0.001	95.6	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00034	drug_034	moa_F	0.001	98.4	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00034	drug_034	moa_F	0.001	103.4	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00034	drug_034	moa_F	0.001	103	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00034	drug_034	moa_F	0.001	103.2	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00034	drug_034	moa_F	0.001	97.1	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00034	drug_034	moa_F	0.001	99.9	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00034	drug_034	moa_F	0.001	99.1	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00034	drug_034	moa_F	0.001	104.8	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00034	drug_034	moa_F	0.001	102.7	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00034	drug_034	moa_F	0.001	95.2	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00034	drug_034	moa_F	0.001	101.2	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00035	drug_035	moa_F	0.001	96	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00035	drug_035	moa_F	0.001	101.7	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00035	drug_035	moa_F	0.001	104.4	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00035	drug_035	moa_F	0.001	102	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00035	drug_035	moa_F	0.001	101.8	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00035	drug_035	moa_F	0.001	98.1	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00035	drug_035	moa_F	0.001	97.8	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00035	drug_035	moa_F	0.001	101.3	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00035	drug_035	moa_F	0.001	96.3	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00035	drug_035	moa_F	0.001	103.1	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00035	drug_035	moa_F	0.001	101.6	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00035	drug_035	moa_F	0.001	103.8	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00035	drug_035	moa_F	0.001	99	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00035	drug_035	moa_F	0.001	103.5	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00035	drug_035	moa_F	0.001	97.4	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00036	drug_036	moa_F	0.001	96	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00036	drug_036	moa_F	0.001	98.8	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00036	drug_036	moa_F	0.001	102.1	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00036	drug_036	moa_F	0.001	102.6	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00036	drug_036	moa_F	0.001	97.8	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00036	drug_036	moa_F	0.001	104.4	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00036	drug_036	moa_F	0.001	96.2	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00036	drug_036	moa_F	0.001	97.2	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00036	drug_036	moa_F	0.001	99.9	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00036	drug_036	moa_F	0.001	103.9	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00036	drug_036	moa_F	0.001	100.4	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00036	drug_036	moa_F	0.001	99.6	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00036	drug_036	moa_F	0.001	98.4	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00036	drug_036	moa_F	0.001	101.7	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00036	drug_036	moa_F	0.001	96.6	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00037	drug_037	moa_F	0.001	97.4	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00037	drug_037	moa_F	0.001	100.8	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00037	drug_037	moa_F	0.001	101.5	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00037	drug_037	moa_F	0.001	104.1	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00037	drug_037	moa_F	0.001	102.9	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00037	drug_037	moa_F	0.001	104.3	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00037	drug_037	moa_F	0.001	95.4	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00037	drug_037	moa_F	0.001	104.5	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00037	drug_037	moa_F	0.001	98.2	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00037	drug_037	moa_F	0.001	97.2	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00037	drug_037	moa_F	0.001	97.8	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00037	drug_037	moa_F	0.001	98.7	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00037	drug_037	moa_F	0.001	101.4	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00037	drug_037	moa_F	0.001	100.7	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00037	drug_037	moa_F	0.001	103.4	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00038	drug_038	moa_F	0.001	100.1	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00038	drug_038	moa_F	0.001	103.9	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00038	drug_038	moa_F	0.001	100.5	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00038	drug_038	moa_F	0.001	103.9	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00038	drug_038	moa_F	0.001	104.8	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00038	drug_038	moa_F	0.001	99.3	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00038	drug_038	moa_F	0.001	97.2	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00038	drug_038	moa_F	0.001	99.9	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00038	drug_038	moa_F	0.001	100.5	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00038	drug_038	moa_F	0.001	104.8	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00038	drug_038	moa_F	0.001	101.1	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00038	drug_038	moa_F	0.001	103.3	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00038	drug_038	moa_F	0.001	101	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00038	drug_038	moa_F	0.001	99.6	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00038	drug_038	moa_F	0.001	100	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00039	drug_039	moa_F	0.001	103.3	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00039	drug_039	moa_F	0.001	99.6	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00039	drug_039	moa_F	0.001	97.9	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00039	drug_039	moa_F	0.001	97.4	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00039	drug_039	moa_F	0.001	100.7	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00039	drug_039	moa_F	0.001	103	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00039	drug_039	moa_F	0.001	98	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00039	drug_039	moa_F	0.001	97.4	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00039	drug_039	moa_F	0.001	100.3	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00039	drug_039	moa_F	0.001	100.4	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	G00039	drug_039	moa_F	0.001	105	0	72
plate_1	CL00021	cellline_LB	tissue_z	66	G00039	drug_039	moa_F	0.001	100	0	72
plate_1	CL00022	cellline_MC	tissue_z	70	G00039	drug_039	moa_F	0.001	103	0	72
plate_1	CL00023	cellline_NC	tissue_z	74	G00039	drug_039	moa_F	0.001	102.6	0	72
plate_1	CL00024	cellline_OC	tissue_z	78	G00039	drug_039	moa_F	0.001	100.2	0	72
plate_1	CL00010	cellline_AA	tissue_x	22	G00040	drug_040	moa_F	0.001	101.5	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	G00040	drug_040	moa_F	0.001	99.3	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	G00040	drug_040	moa_F	0.001	96.3	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	G00040	drug_040	moa_F	0.001	95.8	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	G00040	drug_040	moa_F	0.001	99.2	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	G00040	drug_040	moa_F	0.001	96.3	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00040	drug_040	moa_F	0.001	101.4	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	G00040	drug_040	moa_F	0.001	102.1	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	G00040	drug_040	moa_F	0.001	98.4	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	G00040	drug_040	moa_F	0.001	98.6	0	72
