"WellRow"	"WellColumn"	"Gnumber"	"Concentration"	"Template"
"L"	40	"G00005"	0.0316227766016838	"treated.tsv"
"M"	41	"G00005"	0.0316227766016838	"treated.tsv"
"C"	42	"G00005"	0.0316227766016838	"treated.tsv"
"D"	43	"G00006"	0.0316227766016838	"treated.tsv"
"E"	44	"G00006"	0.0316227766016838	"treated.tsv"
"F"	45	"G00006"	0.0316227766016838	"treated.tsv"
"G"	46	"G00006"	0.0316227766016838	"treated.tsv"
"H"	47	"G00006"	0.0316227766016838	"treated.tsv"
"I"	48	"G00006"	0.0316227766016838	"treated.tsv"
"J"	49	"G00006"	0.0316227766016838	"treated.tsv"
"K"	50	"G00006"	0.0316227766016838	"treated.tsv"
"L"	51	"G00006"	0.0316227766016838	"treated.tsv"
"M"	52	"G00006"	0.0316227766016838	"treated.tsv"
"C"	53	"G00007"	0.0316227766016838	"treated.tsv"
"D"	54	"G00007"	0.0316227766016838	"treated.tsv"
"E"	55	"G00007"	0.0316227766016838	"treated.tsv"
"F"	56	"G00007"	0.0316227766016838	"treated.tsv"
"G"	57	"G00007"	0.0316227766016838	"treated.tsv"
"H"	58	"G00007"	0.0316227766016838	"treated.tsv"
"I"	59	"G00007"	0.0316227766016838	"treated.tsv"
"J"	60	"G00007"	0.0316227766016838	"treated.tsv"
"K"	61	"G00007"	0.0316227766016838	"treated.tsv"
"L"	62	"G00007"	0.0316227766016838	"treated.tsv"
"M"	63	"G00008"	0.0316227766016838	"treated.tsv"
"C"	64	"G00008"	0.0316227766016838	"treated.tsv"
"D"	65	"G00008"	0.0316227766016838	"treated.tsv"
"E"	66	"G00008"	0.0316227766016838	"treated.tsv"
"F"	67	"G00008"	0.0316227766016838	"treated.tsv"
"G"	68	"G00008"	0.0316227766016838	"treated.tsv"
"H"	69	"G00008"	0.0316227766016838	"treated.tsv"
"I"	70	"G00008"	0.0316227766016838	"treated.tsv"
"J"	71	"G00008"	0.0316227766016838	"treated.tsv"
"K"	72	"G00008"	0.0316227766016838	"treated.tsv"
"L"	73	"G00009"	0.0316227766016838	"treated.tsv"
"M"	74	"G00009"	0.0316227766016838	"treated.tsv"
"C"	75	"G00009"	0.0316227766016838	"treated.tsv"
"D"	76	"G00009"	0.0316227766016838	"treated.tsv"
"E"	77	"G00009"	0.0316227766016838	"treated.tsv"
"F"	78	"G00009"	0.0316227766016838	"treated.tsv"
"G"	79	"G00009"	0.0316227766016838	"treated.tsv"
"H"	80	"G00009"	0.0316227766016838	"treated.tsv"
"I"	81	"G00009"	0.0316227766016838	"treated.tsv"
"J"	82	"G00009"	0.0316227766016838	"treated.tsv"
"K"	83	"G00010"	0.0316227766016838	"treated.tsv"
"L"	84	"G00010"	0.0316227766016838	"treated.tsv"
"M"	85	"G00010"	0.0316227766016838	"treated.tsv"
"C"	86	"G00010"	0.0316227766016838	"treated.tsv"
"D"	87	"G00010"	0.0316227766016838	"treated.tsv"
"E"	88	"G00010"	0.0316227766016838	"treated.tsv"
"F"	89	"G00010"	0.0316227766016838	"treated.tsv"
"G"	90	"G00010"	0.0316227766016838	"treated.tsv"
"H"	91	"G00010"	0.0316227766016838	"treated.tsv"
"I"	92	"G00010"	0.0316227766016838	"treated.tsv"
"J"	93	"G00011"	0.0316227766016838	"treated.tsv"
"K"	94	"G00011"	0.0316227766016838	"treated.tsv"
"L"	95	"G00011"	0.0316227766016838	"treated.tsv"
"M"	96	"G00011"	0.0316227766016838	"treated.tsv"
"C"	97	"G00011"	0.0316227766016838	"treated.tsv"
"D"	98	"G00011"	0.0316227766016838	"treated.tsv"
"E"	99	"G00011"	0.0316227766016838	"treated.tsv"
"F"	100	"G00011"	0.0316227766016838	"treated.tsv"
"G"	101	"G00011"	0.0316227766016838	"treated.tsv"
"H"	102	"G00011"	0.0316227766016838	"treated.tsv"
"I"	3	"G00002"	0.1	"treated.tsv"
"J"	4	"G00002"	0.1	"treated.tsv"
"K"	5	"G00002"	0.1	"treated.tsv"
"L"	6	"G00002"	0.1	"treated.tsv"
"M"	7	"G00002"	0.1	"treated.tsv"
"C"	8	"G00002"	0.1	"treated.tsv"
"D"	9	"G00002"	0.1	"treated.tsv"
"E"	10	"G00002"	0.1	"treated.tsv"
"F"	11	"G00002"	0.1	"treated.tsv"
"G"	12	"G00002"	0.1	"treated.tsv"
"H"	13	"G00003"	0.1	"treated.tsv"
"I"	14	"G00003"	0.1	"treated.tsv"
"J"	15	"G00003"	0.1	"treated.tsv"
"K"	16	"G00003"	0.1	"treated.tsv"
"L"	17	"G00003"	0.1	"treated.tsv"
"M"	18	"G00003"	0.1	"treated.tsv"
"C"	19	"G00003"	0.1	"treated.tsv"
"D"	20	"G00003"	0.1	"treated.tsv"
"E"	21	"G00003"	0.1	"treated.tsv"
"F"	22	"G00003"	0.1	"treated.tsv"
"G"	23	"G00004"	0.1	"treated.tsv"
"H"	24	"G00004"	0.1	"treated.tsv"
"I"	25	"G00004"	0.1	"treated.tsv"
"J"	26	"G00004"	0.1	"treated.tsv"
"K"	27	"G00004"	0.1	"treated.tsv"
"L"	28	"G00004"	0.1	"treated.tsv"
"M"	29	"G00004"	0.1	"treated.tsv"
"C"	30	"G00004"	0.1	"treated.tsv"
"D"	31	"G00004"	0.1	"treated.tsv"
"E"	32	"G00004"	0.1	"treated.tsv"
"F"	33	"G00005"	0.1	"treated.tsv"
"G"	34	"G00005"	0.1	"treated.tsv"
"H"	35	"G00005"	0.1	"treated.tsv"
"I"	36	"G00005"	0.1	"treated.tsv"
"J"	37	"G00005"	0.1	"treated.tsv"
"K"	38	"G00005"	0.1	"treated.tsv"
"L"	39	"G00005"	0.1	"treated.tsv"
"M"	40	"G00005"	0.1	"treated.tsv"
"C"	41	"G00005"	0.1	"treated.tsv"
"D"	42	"G00005"	0.1	"treated.tsv"
"E"	43	"G00006"	0.1	"treated.tsv"
"F"	44	"G00006"	0.1	"treated.tsv"
"G"	45	"G00006"	0.1	"treated.tsv"
"H"	46	"G00006"	0.1	"treated.tsv"
"I"	47	"G00006"	0.1	"treated.tsv"
"J"	48	"G00006"	0.1	"treated.tsv"
"K"	49	"G00006"	0.1	"treated.tsv"
"L"	50	"G00006"	0.1	"treated.tsv"
"M"	51	"G00006"	0.1	"treated.tsv"
"C"	52	"G00006"	0.1	"treated.tsv"
"D"	53	"G00007"	0.1	"treated.tsv"
"E"	54	"G00007"	0.1	"treated.tsv"
"F"	55	"G00007"	0.1	"treated.tsv"
"G"	56	"G00007"	0.1	"treated.tsv"
"H"	57	"G00007"	0.1	"treated.tsv"
"I"	58	"G00007"	0.1	"treated.tsv"
"J"	59	"G00007"	0.1	"treated.tsv"
"K"	60	"G00007"	0.1	"treated.tsv"
"L"	61	"G00007"	0.1	"treated.tsv"
"M"	62	"G00007"	0.1	"treated.tsv"
"C"	63	"G00008"	0.1	"treated.tsv"
"D"	64	"G00008"	0.1	"treated.tsv"
"E"	65	"G00008"	0.1	"treated.tsv"
"F"	66	"G00008"	0.1	"treated.tsv"
"G"	67	"G00008"	0.1	"treated.tsv"
"H"	68	"G00008"	0.1	"treated.tsv"
"I"	69	"G00008"	0.1	"treated.tsv"
"J"	70	"G00008"	0.1	"treated.tsv"
"K"	71	"G00008"	0.1	"treated.tsv"
"L"	72	"G00008"	0.1	"treated.tsv"
"M"	73	"G00009"	0.1	"treated.tsv"
"C"	74	"G00009"	0.1	"treated.tsv"
"D"	75	"G00009"	0.1	"treated.tsv"
"E"	76	"G00009"	0.1	"treated.tsv"
"F"	77	"G00009"	0.1	"treated.tsv"
"G"	78	"G00009"	0.1	"treated.tsv"
"H"	79	"G00009"	0.1	"treated.tsv"
"I"	80	"G00009"	0.1	"treated.tsv"
"J"	81	"G00009"	0.1	"treated.tsv"
"K"	82	"G00009"	0.1	"treated.tsv"
"L"	83	"G00010"	0.1	"treated.tsv"
"M"	84	"G00010"	0.1	"treated.tsv"
"C"	85	"G00010"	0.1	"treated.tsv"
"D"	86	"G00010"	0.1	"treated.tsv"
"E"	87	"G00010"	0.1	"treated.tsv"
"F"	88	"G00010"	0.1	"treated.tsv"
"G"	89	"G00010"	0.1	"treated.tsv"
"H"	90	"G00010"	0.1	"treated.tsv"
"I"	91	"G00010"	0.1	"treated.tsv"
"J"	92	"G00010"	0.1	"treated.tsv"
"K"	93	"G00011"	0.1	"treated.tsv"
"L"	94	"G00011"	0.1	"treated.tsv"
"M"	95	"G00011"	0.1	"treated.tsv"
"C"	96	"G00011"	0.1	"treated.tsv"
"D"	97	"G00011"	0.1	"treated.tsv"
"E"	98	"G00011"	0.1	"treated.tsv"
"F"	99	"G00011"	0.1	"treated.tsv"
"G"	100	"G00011"	0.1	"treated.tsv"
"H"	101	"G00011"	0.1	"treated.tsv"
"I"	102	"G00011"	0.1	"treated.tsv"
"J"	3	"G00002"	0.316227766016838	"treated.tsv"
"K"	4	"G00002"	0.316227766016838	"treated.tsv"
"L"	5	"G00002"	0.316227766016838	"treated.tsv"
"M"	6	"G00002"	0.316227766016838	"treated.tsv"
"C"	7	"G00002"	0.316227766016838	"treated.tsv"
"D"	8	"G00002"	0.316227766016838	"treated.tsv"
"E"	9	"G00002"	0.316227766016838	"treated.tsv"
"F"	10	"G00002"	0.316227766016838	"treated.tsv"
"G"	11	"G00002"	0.316227766016838	"treated.tsv"
"H"	12	"G00002"	0.316227766016838	"treated.tsv"
"I"	13	"G00003"	0.316227766016838	"treated.tsv"
"J"	14	"G00003"	0.316227766016838	"treated.tsv"
"K"	15	"G00003"	0.316227766016838	"treated.tsv"
"L"	16	"G00003"	0.316227766016838	"treated.tsv"
"M"	17	"G00003"	0.316227766016838	"treated.tsv"
"C"	18	"G00003"	0.316227766016838	"treated.tsv"
"D"	19	"G00003"	0.316227766016838	"treated.tsv"
"E"	20	"G00003"	0.316227766016838	"treated.tsv"
"F"	21	"G00003"	0.316227766016838	"treated.tsv"
"G"	22	"G00003"	0.316227766016838	"treated.tsv"
"H"	23	"G00004"	0.316227766016838	"treated.tsv"
"I"	24	"G00004"	0.316227766016838	"treated.tsv"
"J"	25	"G00004"	0.316227766016838	"treated.tsv"
"K"	26	"G00004"	0.316227766016838	"treated.tsv"
"L"	27	"G00004"	0.316227766016838	"treated.tsv"
"M"	28	"G00004"	0.316227766016838	"treated.tsv"
"C"	29	"G00004"	0.316227766016838	"treated.tsv"
"D"	30	"G00004"	0.316227766016838	"treated.tsv"
"E"	31	"G00004"	0.316227766016838	"treated.tsv"
"F"	32	"G00004"	0.316227766016838	"treated.tsv"
"G"	33	"G00005"	0.316227766016838	"treated.tsv"
"H"	34	"G00005"	0.316227766016838	"treated.tsv"
"I"	35	"G00005"	0.316227766016838	"treated.tsv"
"J"	36	"G00005"	0.316227766016838	"treated.tsv"
"K"	37	"G00005"	0.316227766016838	"treated.tsv"
"L"	38	"G00005"	0.316227766016838	"treated.tsv"
"M"	39	"G00005"	0.316227766016838	"treated.tsv"
"C"	40	"G00005"	0.316227766016838	"treated.tsv"
"D"	41	"G00005"	0.316227766016838	"treated.tsv"
"E"	42	"G00005"	0.316227766016838	"treated.tsv"
"F"	43	"G00006"	0.316227766016838	"treated.tsv"
"G"	44	"G00006"	0.316227766016838	"treated.tsv"
"H"	45	"G00006"	0.316227766016838	"treated.tsv"
"I"	46	"G00006"	0.316227766016838	"treated.tsv"
"J"	47	"G00006"	0.316227766016838	"treated.tsv"
"K"	48	"G00006"	0.316227766016838	"treated.tsv"
"L"	49	"G00006"	0.316227766016838	"treated.tsv"
"M"	50	"G00006"	0.316227766016838	"treated.tsv"
"C"	51	"G00006"	0.316227766016838	"treated.tsv"
"D"	52	"G00006"	0.316227766016838	"treated.tsv"
"E"	53	"G00007"	0.316227766016838	"treated.tsv"
"F"	54	"G00007"	0.316227766016838	"treated.tsv"
"G"	55	"G00007"	0.316227766016838	"treated.tsv"
"H"	56	"G00007"	0.316227766016838	"treated.tsv"
"I"	57	"G00007"	0.316227766016838	"treated.tsv"
"J"	58	"G00007"	0.316227766016838	"treated.tsv"
"K"	59	"G00007"	0.316227766016838	"treated.tsv"
"L"	60	"G00007"	0.316227766016838	"treated.tsv"
"M"	61	"G00007"	0.316227766016838	"treated.tsv"
"C"	62	"G00007"	0.316227766016838	"treated.tsv"
"D"	63	"G00008"	0.316227766016838	"treated.tsv"
"E"	64	"G00008"	0.316227766016838	"treated.tsv"
"F"	65	"G00008"	0.316227766016838	"treated.tsv"
"G"	66	"G00008"	0.316227766016838	"treated.tsv"
"H"	67	"G00008"	0.316227766016838	"treated.tsv"
"I"	68	"G00008"	0.316227766016838	"treated.tsv"
"J"	69	"G00008"	0.316227766016838	"treated.tsv"
"K"	70	"G00008"	0.316227766016838	"treated.tsv"
"L"	71	"G00008"	0.316227766016838	"treated.tsv"
"M"	72	"G00008"	0.316227766016838	"treated.tsv"
"C"	73	"G00009"	0.316227766016838	"treated.tsv"
"D"	74	"G00009"	0.316227766016838	"treated.tsv"
"E"	75	"G00009"	0.316227766016838	"treated.tsv"
"F"	76	"G00009"	0.316227766016838	"treated.tsv"
"G"	77	"G00009"	0.316227766016838	"treated.tsv"
"H"	78	"G00009"	0.316227766016838	"treated.tsv"
"I"	79	"G00009"	0.316227766016838	"treated.tsv"
"J"	80	"G00009"	0.316227766016838	"treated.tsv"
"K"	81	"G00009"	0.316227766016838	"treated.tsv"
"L"	82	"G00009"	0.316227766016838	"treated.tsv"
"M"	83	"G00010"	0.316227766016838	"treated.tsv"
"C"	84	"G00010"	0.316227766016838	"treated.tsv"
"D"	85	"G00010"	0.316227766016838	"treated.tsv"
"E"	86	"G00010"	0.316227766016838	"treated.tsv"
"F"	87	"G00010"	0.316227766016838	"treated.tsv"
"G"	88	"G00010"	0.316227766016838	"treated.tsv"
"H"	89	"G00010"	0.316227766016838	"treated.tsv"
"I"	90	"G00010"	0.316227766016838	"treated.tsv"
"J"	91	"G00010"	0.316227766016838	"treated.tsv"
"K"	92	"G00010"	0.316227766016838	"treated.tsv"
"L"	93	"G00011"	0.316227766016838	"treated.tsv"
"M"	94	"G00011"	0.316227766016838	"treated.tsv"
"C"	95	"G00011"	0.316227766016838	"treated.tsv"
"D"	96	"G00011"	0.316227766016838	"treated.tsv"
"E"	97	"G00011"	0.316227766016838	"treated.tsv"
"F"	98	"G00011"	0.316227766016838	"treated.tsv"
"G"	99	"G00011"	0.316227766016838	"treated.tsv"
"H"	100	"G00011"	0.316227766016838	"treated.tsv"
"I"	101	"G00011"	0.316227766016838	"treated.tsv"
"J"	102	"G00011"	0.316227766016838	"treated.tsv"
"K"	3	"G00002"	1	"treated.tsv"
"L"	4	"G00002"	1	"treated.tsv"
"M"	5	"G00002"	1	"treated.tsv"
"C"	6	"G00002"	1	"treated.tsv"
"D"	7	"G00002"	1	"treated.tsv"
"E"	8	"G00002"	1	"treated.tsv"
"F"	9	"G00002"	1	"treated.tsv"
"G"	10	"G00002"	1	"treated.tsv"
"H"	11	"G00002"	1	"treated.tsv"
"I"	12	"G00002"	1	"treated.tsv"
"J"	13	"G00003"	1	"treated.tsv"
"K"	14	"G00003"	1	"treated.tsv"
"L"	15	"G00003"	1	"treated.tsv"
"M"	16	"G00003"	1	"treated.tsv"
"C"	17	"G00003"	1	"treated.tsv"
"D"	18	"G00003"	1	"treated.tsv"
"E"	19	"G00003"	1	"treated.tsv"
"F"	20	"G00003"	1	"treated.tsv"
"G"	21	"G00003"	1	"treated.tsv"
"H"	22	"G00003"	1	"treated.tsv"
"I"	23	"G00004"	1	"treated.tsv"
"J"	24	"G00004"	1	"treated.tsv"
"K"	25	"G00004"	1	"treated.tsv"
"L"	26	"G00004"	1	"treated.tsv"
"M"	27	"G00004"	1	"treated.tsv"
"C"	28	"G00004"	1	"treated.tsv"
"D"	29	"G00004"	1	"treated.tsv"
"E"	30	"G00004"	1	"treated.tsv"
"F"	31	"G00004"	1	"treated.tsv"
"G"	32	"G00004"	1	"treated.tsv"
"H"	33	"G00005"	1	"treated.tsv"
"I"	34	"G00005"	1	"treated.tsv"
"J"	35	"G00005"	1	"treated.tsv"
"K"	36	"G00005"	1	"treated.tsv"
"L"	37	"G00005"	1	"treated.tsv"
"M"	38	"G00005"	1	"treated.tsv"
"C"	39	"G00005"	1	"treated.tsv"
"D"	40	"G00005"	1	"treated.tsv"
"E"	41	"G00005"	1	"treated.tsv"
"F"	42	"G00005"	1	"treated.tsv"
"G"	43	"G00006"	1	"treated.tsv"
"H"	44	"G00006"	1	"treated.tsv"
"I"	45	"G00006"	1	"treated.tsv"
"J"	46	"G00006"	1	"treated.tsv"
"K"	47	"G00006"	1	"treated.tsv"
"L"	48	"G00006"	1	"treated.tsv"
"M"	49	"G00006"	1	"treated.tsv"
"C"	50	"G00006"	1	"treated.tsv"
"D"	51	"G00006"	1	"treated.tsv"
"E"	52	"G00006"	1	"treated.tsv"
"F"	53	"G00007"	1	"treated.tsv"
"G"	54	"G00007"	1	"treated.tsv"
"H"	55	"G00007"	1	"treated.tsv"
"I"	56	"G00007"	1	"treated.tsv"
"J"	57	"G00007"	1	"treated.tsv"
"K"	58	"G00007"	1	"treated.tsv"
"L"	59	"G00007"	1	"treated.tsv"
"M"	60	"G00007"	1	"treated.tsv"
"C"	61	"G00007"	1	"treated.tsv"
"D"	62	"G00007"	1	"treated.tsv"
"E"	63	"G00008"	1	"treated.tsv"
"F"	64	"G00008"	1	"treated.tsv"
"G"	65	"G00008"	1	"treated.tsv"
"H"	66	"G00008"	1	"treated.tsv"
"I"	67	"G00008"	1	"treated.tsv"
"J"	68	"G00008"	1	"treated.tsv"
"K"	69	"G00008"	1	"treated.tsv"
"L"	70	"G00008"	1	"treated.tsv"
"M"	71	"G00008"	1	"treated.tsv"
"C"	72	"G00008"	1	"treated.tsv"
"D"	73	"G00009"	1	"treated.tsv"
"E"	74	"G00009"	1	"treated.tsv"
"F"	75	"G00009"	1	"treated.tsv"
"G"	76	"G00009"	1	"treated.tsv"
"H"	77	"G00009"	1	"treated.tsv"
"I"	78	"G00009"	1	"treated.tsv"
"J"	79	"G00009"	1	"treated.tsv"
"K"	80	"G00009"	1	"treated.tsv"
"L"	81	"G00009"	1	"treated.tsv"
"M"	82	"G00009"	1	"treated.tsv"
"C"	83	"G00010"	1	"treated.tsv"
"D"	84	"G00010"	1	"treated.tsv"
"E"	85	"G00010"	1	"treated.tsv"
"F"	86	"G00010"	1	"treated.tsv"
"G"	87	"G00010"	1	"treated.tsv"
"H"	88	"G00010"	1	"treated.tsv"
"I"	89	"G00010"	1	"treated.tsv"
"J"	90	"G00010"	1	"treated.tsv"
"K"	91	"G00010"	1	"treated.tsv"
"L"	92	"G00010"	1	"treated.tsv"
"M"	93	"G00011"	1	"treated.tsv"
"C"	94	"G00011"	1	"treated.tsv"
"D"	95	"G00011"	1	"treated.tsv"
"E"	96	"G00011"	1	"treated.tsv"
"F"	97	"G00011"	1	"treated.tsv"
"G"	98	"G00011"	1	"treated.tsv"
"H"	99	"G00011"	1	"treated.tsv"
"I"	100	"G00011"	1	"treated.tsv"
"J"	101	"G00011"	1	"treated.tsv"
"K"	102	"G00011"	1	"treated.tsv"
"L"	3	"G00002"	3.16227766016838	"treated.tsv"
"M"	4	"G00002"	3.16227766016838	"treated.tsv"
"C"	5	"G00002"	3.16227766016838	"treated.tsv"
"D"	6	"G00002"	3.16227766016838	"treated.tsv"
"E"	7	"G00002"	3.16227766016838	"treated.tsv"
"F"	8	"G00002"	3.16227766016838	"treated.tsv"
"G"	9	"G00002"	3.16227766016838	"treated.tsv"
"H"	10	"G00002"	3.16227766016838	"treated.tsv"
"I"	11	"G00002"	3.16227766016838	"treated.tsv"
"J"	12	"G00002"	3.16227766016838	"treated.tsv"
"K"	13	"G00003"	3.16227766016838	"treated.tsv"
"L"	14	"G00003"	3.16227766016838	"treated.tsv"
"M"	15	"G00003"	3.16227766016838	"treated.tsv"
"C"	16	"G00003"	3.16227766016838	"treated.tsv"
"D"	17	"G00003"	3.16227766016838	"treated.tsv"
"E"	18	"G00003"	3.16227766016838	"treated.tsv"
"F"	19	"G00003"	3.16227766016838	"treated.tsv"
"G"	20	"G00003"	3.16227766016838	"treated.tsv"
"H"	21	"G00003"	3.16227766016838	"treated.tsv"
"I"	22	"G00003"	3.16227766016838	"treated.tsv"
"J"	23	"G00004"	3.16227766016838	"treated.tsv"
"K"	24	"G00004"	3.16227766016838	"treated.tsv"
"L"	25	"G00004"	3.16227766016838	"treated.tsv"
"M"	26	"G00004"	3.16227766016838	"treated.tsv"
"C"	27	"G00004"	3.16227766016838	"treated.tsv"
"D"	28	"G00004"	3.16227766016838	"treated.tsv"
"E"	29	"G00004"	3.16227766016838	"treated.tsv"
"F"	30	"G00004"	3.16227766016838	"treated.tsv"
"G"	31	"G00004"	3.16227766016838	"treated.tsv"
"H"	32	"G00004"	3.16227766016838	"treated.tsv"
"I"	33	"G00005"	3.16227766016838	"treated.tsv"
"J"	34	"G00005"	3.16227766016838	"treated.tsv"
"K"	35	"G00005"	3.16227766016838	"treated.tsv"
"L"	36	"G00005"	3.16227766016838	"treated.tsv"
"M"	37	"G00005"	3.16227766016838	"treated.tsv"
"C"	38	"G00005"	3.16227766016838	"treated.tsv"
"D"	39	"G00005"	3.16227766016838	"treated.tsv"
"E"	40	"G00005"	3.16227766016838	"treated.tsv"
"F"	41	"G00005"	3.16227766016838	"treated.tsv"
"G"	42	"G00005"	3.16227766016838	"treated.tsv"
"H"	43	"G00006"	3.16227766016838	"treated.tsv"
"I"	44	"G00006"	3.16227766016838	"treated.tsv"
"J"	45	"G00006"	3.16227766016838	"treated.tsv"
"K"	46	"G00006"	3.16227766016838	"treated.tsv"
"L"	47	"G00006"	3.16227766016838	"treated.tsv"
"M"	48	"G00006"	3.16227766016838	"treated.tsv"
"C"	49	"G00006"	3.16227766016838	"treated.tsv"
"D"	50	"G00006"	3.16227766016838	"treated.tsv"
"E"	51	"G00006"	3.16227766016838	"treated.tsv"
"F"	52	"G00006"	3.16227766016838	"treated.tsv"
"G"	53	"G00007"	3.16227766016838	"treated.tsv"
"H"	54	"G00007"	3.16227766016838	"treated.tsv"
"I"	55	"G00007"	3.16227766016838	"treated.tsv"
"J"	56	"G00007"	3.16227766016838	"treated.tsv"
"K"	57	"G00007"	3.16227766016838	"treated.tsv"
"L"	58	"G00007"	3.16227766016838	"treated.tsv"
"M"	59	"G00007"	3.16227766016838	"treated.tsv"
"C"	60	"G00007"	3.16227766016838	"treated.tsv"
"D"	61	"G00007"	3.16227766016838	"treated.tsv"
"E"	62	"G00007"	3.16227766016838	"treated.tsv"
"F"	63	"G00008"	3.16227766016838	"treated.tsv"
"G"	64	"G00008"	3.16227766016838	"treated.tsv"
"H"	65	"G00008"	3.16227766016838	"treated.tsv"
"I"	66	"G00008"	3.16227766016838	"treated.tsv"
"J"	67	"G00008"	3.16227766016838	"treated.tsv"
"K"	68	"G00008"	3.16227766016838	"treated.tsv"
"L"	69	"G00008"	3.16227766016838	"treated.tsv"
"M"	70	"G00008"	3.16227766016838	"treated.tsv"
"C"	71	"G00008"	3.16227766016838	"treated.tsv"
"D"	72	"G00008"	3.16227766016838	"treated.tsv"
"E"	73	"G00009"	3.16227766016838	"treated.tsv"
"F"	74	"G00009"	3.16227766016838	"treated.tsv"
"G"	75	"G00009"	3.16227766016838	"treated.tsv"
"H"	76	"G00009"	3.16227766016838	"treated.tsv"
"I"	77	"G00009"	3.16227766016838	"treated.tsv"
"J"	78	"G00009"	3.16227766016838	"treated.tsv"
"K"	79	"G00009"	3.16227766016838	"treated.tsv"
"L"	80	"G00009"	3.16227766016838	"treated.tsv"
"M"	81	"G00009"	3.16227766016838	"treated.tsv"
"C"	82	"G00009"	3.16227766016838	"treated.tsv"
"D"	83	"G00010"	3.16227766016838	"treated.tsv"
"E"	84	"G00010"	3.16227766016838	"treated.tsv"
"F"	85	"G00010"	3.16227766016838	"treated.tsv"
"G"	86	"G00010"	3.16227766016838	"treated.tsv"
"H"	87	"G00010"	3.16227766016838	"treated.tsv"
"I"	88	"G00010"	3.16227766016838	"treated.tsv"
"J"	89	"G00010"	3.16227766016838	"treated.tsv"
"K"	90	"G00010"	3.16227766016838	"treated.tsv"
"L"	91	"G00010"	3.16227766016838	"treated.tsv"
"M"	92	"G00010"	3.16227766016838	"treated.tsv"
"C"	93	"G00011"	3.16227766016838	"treated.tsv"
"D"	94	"G00011"	3.16227766016838	"treated.tsv"
"E"	95	"G00011"	3.16227766016838	"treated.tsv"
"F"	96	"G00011"	3.16227766016838	"treated.tsv"
"G"	97	"G00011"	3.16227766016838	"treated.tsv"
"H"	98	"G00011"	3.16227766016838	"treated.tsv"
"I"	99	"G00011"	3.16227766016838	"treated.tsv"
"J"	100	"G00011"	3.16227766016838	"treated.tsv"
"K"	101	"G00011"	3.16227766016838	"treated.tsv"
"L"	102	"G00011"	3.16227766016838	"treated.tsv"
"M"	3	"G00002"	10	"treated.tsv"
"C"	4	"G00002"	10	"treated.tsv"
"D"	5	"G00002"	10	"treated.tsv"
"E"	6	"G00002"	10	"treated.tsv"
"F"	7	"G00002"	10	"treated.tsv"
"G"	8	"G00002"	10	"treated.tsv"
"H"	9	"G00002"	10	"treated.tsv"
"I"	10	"G00002"	10	"treated.tsv"
"J"	11	"G00002"	10	"treated.tsv"
"K"	12	"G00002"	10	"treated.tsv"
"L"	13	"G00003"	10	"treated.tsv"
"M"	14	"G00003"	10	"treated.tsv"
"C"	15	"G00003"	10	"treated.tsv"
"D"	16	"G00003"	10	"treated.tsv"
"E"	17	"G00003"	10	"treated.tsv"
"F"	18	"G00003"	10	"treated.tsv"
"G"	19	"G00003"	10	"treated.tsv"
"H"	20	"G00003"	10	"treated.tsv"
"I"	21	"G00003"	10	"treated.tsv"
"J"	22	"G00003"	10	"treated.tsv"
"K"	23	"G00004"	10	"treated.tsv"
"L"	24	"G00004"	10	"treated.tsv"
"M"	25	"G00004"	10	"treated.tsv"
"C"	26	"G00004"	10	"treated.tsv"
"D"	27	"G00004"	10	"treated.tsv"
"E"	28	"G00004"	10	"treated.tsv"
"F"	29	"G00004"	10	"treated.tsv"
"G"	30	"G00004"	10	"treated.tsv"
"H"	31	"G00004"	10	"treated.tsv"
"I"	32	"G00004"	10	"treated.tsv"
"J"	33	"G00005"	10	"treated.tsv"
"K"	34	"G00005"	10	"treated.tsv"
"L"	35	"G00005"	10	"treated.tsv"
"M"	36	"G00005"	10	"treated.tsv"
"C"	37	"G00005"	10	"treated.tsv"
"D"	38	"G00005"	10	"treated.tsv"
"E"	39	"G00005"	10	"treated.tsv"
"F"	40	"G00005"	10	"treated.tsv"
"G"	41	"G00005"	10	"treated.tsv"
"H"	42	"G00005"	10	"treated.tsv"
"I"	43	"G00006"	10	"treated.tsv"
"J"	44	"G00006"	10	"treated.tsv"
"K"	45	"G00006"	10	"treated.tsv"
"L"	46	"G00006"	10	"treated.tsv"
"M"	47	"G00006"	10	"treated.tsv"
"C"	48	"G00006"	10	"treated.tsv"
"D"	49	"G00006"	10	"treated.tsv"
"E"	50	"G00006"	10	"treated.tsv"
"F"	51	"G00006"	10	"treated.tsv"
"G"	52	"G00006"	10	"treated.tsv"
"H"	53	"G00007"	10	"treated.tsv"
"I"	54	"G00007"	10	"treated.tsv"
"J"	55	"G00007"	10	"treated.tsv"
"K"	56	"G00007"	10	"treated.tsv"
"L"	57	"G00007"	10	"treated.tsv"
"M"	58	"G00007"	10	"treated.tsv"
"C"	59	"G00007"	10	"treated.tsv"
"D"	60	"G00007"	10	"treated.tsv"
"E"	61	"G00007"	10	"treated.tsv"
"F"	62	"G00007"	10	"treated.tsv"
"G"	63	"G00008"	10	"treated.tsv"
"H"	64	"G00008"	10	"treated.tsv"
"I"	65	"G00008"	10	"treated.tsv"
"J"	66	"G00008"	10	"treated.tsv"
